,id,opening_hours,city,creation_date,data_id,street,email,phone_number,name,_rid,_self,_etag,_attachments,_ts
371,371,12:00-20:00,New York,1/18/18 2:59,313,E 113th St,clinton_b_fisk_prohibition_club@inbox.com,0499-321497,Clinton B. Fisk Prohibition Club,LFZbAOhfMFp0AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp0AQAAAAAAAA==/,"""100042e8-0000-0200-0000-622fb5640000""",attachments/,1647293796
372,372,08:00-21:00,New York,5/4/17 19:26,53,E 34th St,sherrys@outlook.com,0494-019956,Sherrys,LFZbAOhfMFp1AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp1AQAAAAAAAA==/,"""100044e8-0000-0200-0000-622fb5640000""",attachments/,1647293796
373,373,12:00-20:00,San Francisco,4/30/17 18:54,46,Glen Ct,sons_of_delaware@hotmail.com,0499-679840,Sons Of Delaware,LFZbAOhfMFp2AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp2AQAAAAAAAA==/,"""100045e8-0000-0200-0000-622fb5640000""",attachments/,1647293796
374,374,12:00-20:00,San Francisco,5/17/17 16:49,81,Clipper Cove Way,essex_house_at_the_colonnades@yahoo.com,0496-262728,Essex House At The Colonnades,LFZbAOhfMFp3AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp3AQAAAAAAAA==/,"""100046e8-0000-0200-0000-622fb5640000""",attachments/,1647293796
375,375,12:00-20:00,San Francisco,6/14/17 10:45,128,Islais St,chicken_ranch@aol.com,0498-127118,Chicken Ranch,LFZbAOhfMFp4AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp4AQAAAAAAAA==/,"""100047e8-0000-0200-0000-622fb5640000""",attachments/,1647293796
376,376,08:00-21:00,New York,7/2/17 8:48,157,W 144th St,dewitt_clinton_council_no22_r&s_m@gmail.com,0495-500960,Dewitt Clinton Council No.22 R&S M,LFZbAOhfMFp5AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp5AQAAAAAAAA==/,"""100049e8-0000-0200-0000-622fb5640000""",attachments/,1647293796
377,377,08:00-21:00,New York,4/22/17 1:13,27,W Broadway,societe_nationale_de_poudres_et_explosifs@yahoo.com,0498-576501,Societe Nationale De Poudres Et Explosifs,LFZbAOhfMFp6AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp6AQAAAAAAAA==/,"""10004ae8-0000-0200-0000-622fb5640000""",attachments/,1647293796
378,378,08:00-21:00,San Francisco,2/23/18 1:07,323,Crook St - Golden Gate National Recreation Area,regal@aol.com,0499-711644,Regal,LFZbAOhfMFp7AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp7AQAAAAAAAA==/,"""10004be8-0000-0200-0000-622fb5650000""",attachments/,1647293797
379,379,08:00-21:00,New York,8/13/17 20:18,200,Chambers St,warrant_officers_of_the_us_north_atlantic_squadron@hotmail.com,0499-282218,Warrant Officers Of The U.S. North Atlantic Squadron,LFZbAOhfMFp8AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp8AQAAAAAAAA==/,"""10004de8-0000-0200-0000-622fb5650000""",attachments/,1647293797
380,380,08:00-21:00,New York,12/28/17 7:26,308,E 88th St,south_shore_country_club@yahoo.com,0498-612246,South Shore Country Club,LFZbAOhfMFp9AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp9AQAAAAAAAA==/,"""10004fe8-0000-0200-0000-622fb5650000""",attachments/,1647293797
381,381,12:00-20:00,San Francisco,4/13/17 2:39,14,Central Ave,hotel_st_george@inbox.com,0497-692057,Hotel St. George,LFZbAOhfMFp+AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp+AQAAAAAAAA==/,"""100050e8-0000-0200-0000-622fb5650000""",attachments/,1647293797
382,382,12:00-20:00,New York,5/31/17 8:42,106,Park Pl,the_concord@yahoo.com,0498-089105,The Concord,LFZbAOhfMFp-AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFp-AQAAAAAAAA==/,"""100052e8-0000-0200-0000-622fb5650000""",attachments/,1647293797
383,383,08:00-21:00,San Francisco,10/30/18 13:27,389,Donahue St,donahues_lunch@outlook.com,0494-639488,Donahues Lunch,LFZbAOhfMFqAAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqAAQAAAAAAAA==/,"""100053e8-0000-0200-0000-622fb5650000""",attachments/,1647293797
384,384,12:00-20:00,New York,1/5/19 6:23,404,W 107th St,king_solomons_grill@inbox.com,0498-050087,King Solomons Grill,LFZbAOhfMFqBAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqBAQAAAAAAAA==/,"""100054e8-0000-0200-0000-622fb5650000""",attachments/,1647293797
385,385,08:00-21:00,New York,4/3/17 14:06,0,E 84th St,billiard_pool_and_bowling_tournament@gmail.com,0499-071595,Billiard Pool And Bowling Tournament,LFZbAOhfMFqCAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqCAQAAAAAAAA==/,"""100055e8-0000-0200-0000-622fb5650000""",attachments/,1647293797
386,386,08:00-21:00,New York,9/5/18 16:47,377,Chatham Square,chews_cafe@mail.com,0499-718466,Chews Cafe,LFZbAOhfMFqDAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqDAQAAAAAAAA==/,"""100057e8-0000-0200-0000-622fb5650000""",attachments/,1647293797
387,387,08:00-21:00,San Francisco,6/5/17 5:37,112,Mcrae Ln - Golden Gate National Recreation Area,taj@gmail.com,0496-945579,Taj,LFZbAOhfMFqEAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqEAQAAAAAAAA==/,"""100059e8-0000-0200-0000-622fb5660000""",attachments/,1647293798
388,388,12:00-20:00,New York,6/16/17 11:58,137,Morningside Dr,rubinstein_club@gmail.com,0495-178975,Rubinstein Club,LFZbAOhfMFqFAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqFAQAAAAAAAA==/,"""10005ae8-0000-0200-0000-622fb5660000""",attachments/,1647293798
389,389,08:00-21:00,San Francisco,4/12/18 0:38,343,San Felipe Ave,battle_creek_sanitarium@yahoo.com,0495-457335,Battle Creek Sanitarium,LFZbAOhfMFqGAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqGAQAAAAAAAA==/,"""10005be8-0000-0200-0000-622fb5660000""",attachments/,1647293798
390,390,08:00-21:00,San Francisco,6/20/17 9:43,141,Harper St,hotel_new_weston@yahoo.com,0495-938854,Hotel New Weston,LFZbAOhfMFqHAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqHAQAAAAAAAA==/,"""10005de8-0000-0200-0000-622fb5660000""",attachments/,1647293798
391,391,12:00-20:00,New York,9/12/17 16:04,242,W 82nd St,providence_art_club@mail.com,0498-391969,Providence Art Club,LFZbAOhfMFqIAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqIAQAAAAAAAA==/,"""10005ee8-0000-0200-0000-622fb5660000""",attachments/,1647293798
392,392,12:00-20:00,New York,10/25/18 20:51,387,Harlem River Dr,societa_la_piemontese@inbox.com,0495-910657,Societa La Piemontese,LFZbAOhfMFqJAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqJAQAAAAAAAA==/,"""10005fe8-0000-0200-0000-622fb5660000""",attachments/,1647293798
393,393,08:00-21:00,New York,12/5/18 14:44,398,Albany St,pabst@hotmail.com,0496-275105,Pabst,LFZbAOhfMFqKAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqKAQAAAAAAAA==/,"""100060e8-0000-0200-0000-622fb5660000""",attachments/,1647293798
394,394,12:00-20:00,San Francisco,9/2/17 17:42,231,Hiliritas Ave,town_hall@mail.com,0496-434000,Town Hall,LFZbAOhfMFqLAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqLAQAAAAAAAA==/,"""100061e8-0000-0200-0000-622fb5660000""",attachments/,1647293798
395,395,12:00-20:00,New York,12/28/17 5:42,307,Queens Midtown Tunnel,dr_h_g_sherman@inbox.com,0497-068717,Dr. H. G. Sherman,LFZbAOhfMFqMAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqMAQAAAAAAAA==/,"""100065e8-0000-0200-0000-622fb5660000""",attachments/,1647293798
396,396,08:00-21:00,San Francisco,5/7/17 23:14,57,Minnesota St,geneva_society_international_society_of_hotel_employees@outlook.com,0494-817642,Geneva Society International Society Of Hotel Employees,LFZbAOhfMFqNAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqNAQAAAAAAAA==/,"""100066e8-0000-0200-0000-622fb5660000""",attachments/,1647293798
397,397,08:00-21:00,New York,5/15/17 9:47,76,Dyer Ave,canadian_pacific_railway_co___ss_alberta@aol.com,0495-668133,Canadian Pacific Railway Co.   S.S. Alberta,LFZbAOhfMFqOAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqOAQAAAAAAAA==/,"""100067e8-0000-0200-0000-622fb5670000""",attachments/,1647293799
398,398,12:00-20:00,San Francisco,11/5/17 5:15,278,El Polin Loop - Golden Gate National Recreation Area,hotel_statler@mail.com,0494-441699,Hotel Statler,LFZbAOhfMFqPAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqPAQAAAAAAAA==/,"""100068e8-0000-0200-0000-622fb5670000""",attachments/,1647293799
399,399,12:00-20:00,New York,4/21/17 1:55,26,Barrow St,iturbide_restaurant@outlook.com,0499-616306,Iturbide Restaurant,LFZbAOhfMFqQAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqQAQAAAAAAAA==/,"""10006ae8-0000-0200-0000-622fb5670000""",attachments/,1647293799
400,400,08:00-21:00,New York,7/8/17 9:19,165,Thompson St,norge_hotel@inbox.com,0495-617859,Norge Hotel,LFZbAOhfMFqRAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqRAQAAAAAAAA==/,"""10006be8-0000-0200-0000-622fb5670000""",attachments/,1647293799
401,401,08:00-21:00,San Francisco,3/26/19 15:08,423,Freeman Ct,mitre_hotel@outlook.com,0499-584187,Mitre Hotel,LFZbAOhfMFqSAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqSAQAAAAAAAA==/,"""10006de8-0000-0200-0000-622fb5670000""",attachments/,1647293799
402,402,12:00-20:00,San Francisco,7/28/17 18:54,186,Blanche St,the_guaranty_club@gmail.com,0498-243008,The Guaranty Club,LFZbAOhfMFqTAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqTAQAAAAAAAA==/,"""10006ee8-0000-0200-0000-622fb5670000""",attachments/,1647293799
403,403,08:00-21:00,New York,8/30/17 4:19,221,Convent Ave,hotel_ingleside_motel@aol.com,0498-763590,Hotel Ingleside Motel,LFZbAOhfMFqUAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqUAQAAAAAAAA==/,"""10006fe8-0000-0200-0000-622fb5670000""",attachments/,1647293799
404,404,08:00-21:00,San Francisco,2/13/19 10:05,413,Clementina St,waltons_old_homestead_oyster_and_chop_house@hotmail.com,0495-034310,Waltons Old Homestead Oyster And Chop House,LFZbAOhfMFqVAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqVAQAAAAAAAA==/,"""100070e8-0000-0200-0000-622fb5670000""",attachments/,1647293799
405,405,08:00-21:00,San Francisco,8/10/18 0:34,370,Auburn St,louisville_&_nashville_railroaad___the_pullman_co@mail.com,0497-666392,Louisville & Nashville Railroaad   The Pullman Co.,LFZbAOhfMFqWAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqWAQAAAAAAAA==/,"""100072e8-0000-0200-0000-622fb5670000""",attachments/,1647293799
406,406,08:00-21:00,San Francisco,9/17/17 3:11,246,Yerba Buena Dr,barkers_restaurant_and_lunch_room@aol.com,0496-818071,Barkers Restaurant and Lunch Room,LFZbAOhfMFqXAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqXAQAAAAAAAA==/,"""100073e8-0000-0200-0000-622fb5680000""",attachments/,1647293800
407,407,08:00-21:00,San Francisco,8/18/17 15:07,209,Drake St,brooklyn_daily_eagle_staff@mail.com,0495-413294,Brooklyn Daily Eagle Staff,LFZbAOhfMFqYAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqYAQAAAAAAAA==/,"""100077e8-0000-0200-0000-622fb5680000""",attachments/,1647293800
408,408,12:00-20:00,San Francisco,5/7/17 23:03,56,Jason Ct,saratogy_racing_association@outlook.com,0494-179301,Saratogy Racing Association,LFZbAOhfMFqZAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqZAQAAAAAAAA==/,"""100078e8-0000-0200-0000-622fb5680000""",attachments/,1647293800
409,409,08:00-21:00,San Francisco,7/10/17 11:42,167,Folsom St,florida_postmasters_association@gmail.com,0499-468400,Florida Postmasters Association,LFZbAOhfMFqaAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqaAQAAAAAAAA==/,"""10007be8-0000-0200-0000-622fb5680000""",attachments/,1647293800
410,410,12:00-20:00,San Francisco,6/2/17 23:17,110,Cosmo Pl,hardware_and_metal_trades@mail.com,0497-381236,Hardware And Metal Trades,LFZbAOhfMFqbAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqbAQAAAAAAAA==/,"""10007ce8-0000-0200-0000-622fb5680000""",attachments/,1647293800
411,411,08:00-21:00,New York,4/14/17 1:04,17,W 163rd St,junket_club@gmail.com,0497-162179,Junket Club,LFZbAOhfMFqcAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqcAQAAAAAAAA==/,"""10007ee8-0000-0200-0000-622fb5680000""",attachments/,1647293800
412,412,08:00-21:00,New York,10/22/17 23:32,274,E 132nd St,metlife_building@yahoo.com,0499-503020,MetLife Building,LFZbAOhfMFqdAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqdAQAAAAAAAA==/,"""100080e8-0000-0200-0000-622fb5680000""",attachments/,1647293800
413,413,12:00-20:00,New York,8/31/17 8:29,225,E 81st St,town_and_country@mail.com,0496-293959,Town And Country,LFZbAOhfMFqeAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqeAQAAAAAAAA==/,"""100081e8-0000-0200-0000-622fb5680000""",attachments/,1647293800
414,414,08:00-21:00,San Francisco,8/15/17 2:20,203,C St,brevoort_house@aol.com,0498-994926,Brevoort House,LFZbAOhfMFqfAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqfAQAAAAAAAA==/,"""100082e8-0000-0200-0000-622fb5680000""",attachments/,1647293800
415,415,12:00-20:00,New York,2/18/19 7:11,415,Duke Ellington Blvd,le_vert_galant@hotmail.com,0494-695923,Le Vert Galant,LFZbAOhfMFqgAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqgAQAAAAAAAA==/,"""100083e8-0000-0200-0000-622fb5680000""",attachments/,1647293800
416,416,12:00-20:00,New York,4/9/17 2:10,9,Cherry St,del_coronada_hotel@yahoo.com,0499-572241,Del Coronada Hotel,LFZbAOhfMFqhAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqhAQAAAAAAAA==/,"""100086e8-0000-0200-0000-622fb5690000""",attachments/,1647293801
417,417,12:00-20:00,New York,6/8/17 13:23,116,Cliff St,leones@yahoo.com,0495-793323,Leones,LFZbAOhfMFqiAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqiAQAAAAAAAA==/,"""100088e8-0000-0200-0000-622fb5690000""",attachments/,1647293801
418,418,08:00-21:00,San Francisco,2/7/18 3:44,319,Freelon St,penn_stroud_hotel@mail.com,0498-638390,Penn Stroud Hotel,LFZbAOhfMFqjAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqjAQAAAAAAAA==/,"""100089e8-0000-0200-0000-622fb5690000""",attachments/,1647293801
419,419,12:00-20:00,San Francisco,6/10/17 1:07,118,Belvedere St,dramaten_restaurangen@inbox.com,0494-988561,Dramaten Restaurangen,LFZbAOhfMFqkAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqkAQAAAAAAAA==/,"""10008ce8-0000-0200-0000-622fb5690000""",attachments/,1647293801
420,420,08:00-21:00,New York,7/2/17 19:11,158,W 143rd St,the_radisson_hotels@inbox.com,0494-801377,The Radisson Hotels,LFZbAOhfMFqlAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqlAQAAAAAAAA==/,"""10008de8-0000-0200-0000-622fb5690000""",attachments/,1647293801
421,421,08:00-21:00,New York,1/11/18 22:36,311,Reade St,west_side_club@inbox.com,0495-442023,West Side Club,LFZbAOhfMFqmAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqmAQAAAAAAAA==/,"""10008ee8-0000-0200-0000-622fb5690000""",attachments/,1647293801
422,422,08:00-21:00,New York,5/15/18 4:06,348,Washington Square W,kemms_cafe_and_restaurant@inbox.com,0495-953773,Kemms Cafe and Restaurant,LFZbAOhfMFqnAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqnAQAAAAAAAA==/,"""10008fe8-0000-0200-0000-622fb5690000""",attachments/,1647293801
423,423,12:00-20:00,San Francisco,4/24/17 1:04,32,Loyola Terrace,national_association_of_photo_engravers@mail.com,0497-606847,National Association Of Photo Engravers,LFZbAOhfMFqoAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqoAQAAAAAAAA==/,"""100090e8-0000-0200-0000-622fb5690000""",attachments/,1647293801
424,424,12:00-20:00,New York,6/14/17 11:14,129,W 60th St,hotel_worthy@aol.com,0498-745816,Hotel Worthy,LFZbAOhfMFqpAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFqpAQAAAAAAAA==/,"""100091e8-0000-0200-0000-622fb5690000""",attachments/,1647293801
